Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
L041-172;Q2;L041-172;1.513;2.602;1.7698150442477882;1.8246283185840704;1.676106194690266;-1;1.0;1.0;1.0;1.0;0.18;0.2;25;13;18;9;2;0;6;11;0;0;3;0;2;8;6;9;6;2;5;1;3;3;0;11;0;0;0;0;0;6;0;1;1;1;7;1;0;0;7;1;1;2;0;2;1;0;1;0;6;1;0;5;1;4;1;4;2;1;10;0;3;19;10;0;0;4;0;0;2;0;3;4;5;5;0;0;0;9;1;0;20;2;0;3;11;0;1;2;3;1;0;1;1;1;1;0;2;9;2;1;2;2;0;1;2;0;5;2;0;19
L042-108;Q1;L042-108;1.6759999999999995;1.8589999999999995;1.806630769230768;1.7394448717948712;1.5435897435897432;-1;0.4;1.0;0.5;0.5;0.5;0.225;10;16;39;6;2;0;1;4;0;0;1;0;0;2;0;0;3;0;1;5;2;0;0;3;0;0;0;1;0;10;0;0;1;1;15;0;0;6;11;5;1;0;0;7;0;10;1;4;1;1;0;11;0;4;0;11;10;0;27;0;15;48;14;2;0;0;13;14;4;0;2;26;10;52;0;0;1;1;6;0;12;0;0;0;4;0;0;2;2;1;0;0;0;3;0;0;0;9;3;1;1;16;2;6;3;0;1;8;6;43
L043-130;Q1;L043-130;2.5492307692307694;2.3784615384615377;2.005965934065934;1.7524670329670338;1.5571428571428565;-1;0.2666666666666666;1.0;0.1428571428571428;1.0;0.04;0.1285714285714285;12;39;75;16;3;3;10;0;0;6;0;0;10;4;0;0;0;0;0;14;5;0;0;0;0;0;0;1;0;11;0;0;0;2;17;0;12;2;6;0;1;14;6;27;0;7;2;6;6;10;0;3;0;9;0;21;5;2;24;1;0;21;22;1;1;16;21;0;11;0;4;1;13;39;0;0;0;2;0;0;10;0;2;0;12;0;0;1;1;0;7;2;2;11;0;0;0;8;9;0;2;1;0;2;1;0;1;1;1;28
L044-107;Q1;L044-107;2.848235294117647;2.5305882352941182;2.039509950248757;1.7704169154228857;1.6407960199004958;1;1.0;0.3;0.225;0.3;0.2;0.0217391304347826;6;74;52;18;1;0;16;1;0;0;1;0;0;7;0;0;0;2;0;1;4;0;0;2;0;0;4;0;0;3;0;1;1;6;10;0;2;11;10;4;12;29;9;3;1;1;0;0;0;4;0;21;0;5;0;8;12;3;9;2;3;34;38;0;3;4;28;0;44;0;0;0;4;45;0;4;6;0;0;0;15;2;0;0;14;0;5;4;9;0;20;0;1;23;0;0;4;12;0;20;2;6;0;4;3;0;0;3;0;52
L045-145;Q1;L045-145;2.513076923076923;2.0138461538461536;2.0207922222222225;1.7425300000000008;1.8022222222222224;1;1.0;0.1481481481481481;0.1;0.1666666666666666;0.16;0.3;15;17;30;1;2;0;0;1;0;1;2;1;4;0;0;1;6;1;0;10;1;4;0;1;4;0;2;0;1;5;0;0;0;4;15;2;1;0;9;2;1;6;0;5;2;2;1;5;4;0;1;2;0;4;1;4;0;4;11;0;0;18;17;0;0;2;0;4;7;2;0;4;6;18;0;3;0;4;3;0;14;1;0;0;2;0;1;2;3;1;2;0;1;6;4;0;0;5;8;0;2;6;0;4;0;1;0;5;6;52
L046-147;Q3;L046-147;1.7;1.9485714285714288;1.8485172413793087;1.6433252873563218;1.6413793103448278;-1;0.1588235294117647;1.0;0.08;1.0;0.05;0.09;19;11;20;17;0;2;5;5;0;3;7;2;3;3;2;4;4;2;2;5;1;0;0;5;2;0;0;2;2;11;2;0;1;0;14;3;7;0;3;1;1;1;1;4;0;2;0;0;2;2;0;4;1;3;0;6;2;10;7;1;3;13;8;0;0;4;2;1;19;0;0;0;1;10;0;0;2;4;0;1;10;1;0;1;5;0;1;0;1;0;0;3;2;3;2;1;1;19;1;2;2;7;2;7;1;1;2;4;3;22
L047-71;Q3;L047-71;2.7750000000000004;2.705;1.8497728260869568;1.7265195652173917;1.5673913043478256;1;1.0;0.3333333333333333;0.1;0.14;0.0454545454545454;1.0;11;22;14;13;6;0;0;4;0;0;0;0;8;0;0;0;2;0;0;6;6;1;4;1;0;2;0;0;0;2;0;0;0;0;5;4;10;0;6;2;0;1;0;6;0;1;1;0;2;2;0;9;0;6;0;13;2;0;16;1;1;24;16;0;6;0;14;0;0;0;0;1;4;19;0;0;0;0;2;0;6;0;3;0;5;0;0;0;0;1;4;0;0;0;0;0;4;30;10;0;0;2;0;12;0;0;4;0;2;17
L048-163;Q3;L048-163;2.625625;2.10875;1.9592653061224496;1.7396244897959188;1.6435374149659854;1;1.0;1.0;1.0;0.5;0.5;0.225;14;46;19;4;2;0;3;0;10;0;3;0;9;5;0;0;1;0;1;5;1;0;0;3;0;0;0;0;0;10;1;1;1;0;33;4;3;2;3;1;0;4;0;3;0;6;3;3;2;5;0;9;0;3;1;17;11;10;17;0;6;21;10;0;0;2;22;1;38;0;2;0;6;18;0;0;0;1;0;0;10;0;1;0;9;1;1;0;2;0;9;0;0;2;5;2;3;58;2;1;2;15;0;4;0;0;5;3;4;26
L049-164;Q2;L049-164;2.3075;2.3333333333333326;1.8194670422535213;1.6330740845070426;1.6416901408450706;-1;1.0;1.0;0.25;0.25;0.25;1.0;57;62;51;38;8;1;15;11;2;1;9;3;6;0;2;0;8;2;4;12;2;3;0;17;2;0;3;1;0;17;3;4;3;6;46;7;5;1;20;2;1;29;2;26;1;2;7;8;12;14;1;4;8;4;1;20;1;29;9;2;1;51;56;2;0;9;45;1;37;0;2;3;11;61;0;5;4;10;2;2;33;1;0;6;9;2;0;2;4;0;5;0;1;24;1;12;0;47;7;10;2;17;2;4;0;1;6;21;14;47
L050-149;Q1;L050-149;2.11;1.833636363636364;1.986592307692308;1.715941538461538;1.5061538461538453;1;1.0;1.0;0.1;1.0;0.1;0.016;13;28;40;16;0;1;8;5;0;2;1;0;1;0;0;0;4;0;0;3;1;0;1;2;0;0;3;0;3;1;0;0;0;0;14;0;2;0;8;9;2;8;9;0;0;2;0;0;0;3;0;3;0;4;0;7;3;0;27;16;0;24;9;8;0;28;17;0;20;4;0;8;8;24;1;3;2;0;0;0;9;0;0;0;2;0;0;3;3;0;6;0;3;0;1;0;1;20;0;0;4;8;0;8;0;1;1;7;4;24
L051;Q4;L051;2.7811111111111098;2.0900000000000003;2.040848453608248;1.798732989690722;1.7587628865979383;-1;1.0;1.0;0.1;1.0;0.4;0.0909090909090909;6;18;10;1;0;2;1;5;3;0;2;0;1;2;0;1;3;1;2;3;1;0;0;4;1;0;0;0;2;2;0;0;0;0;4;0;0;0;1;0;0;0;1;0;6;0;0;0;0;0;0;1;0;8;1;13;5;3;6;0;2;2;2;0;0;0;12;0;6;1;1;1;6;14;4;0;0;1;0;1;5;1;0;0;1;0;0;2;2;0;2;2;2;1;3;1;1;30;0;0;0;1;0;2;5;0;1;5;1;10
L052;Q4;L052;2.48;1.6816666666666666;1.837092125984252;1.616459842519685;1.8236220472440947;-1;1.0;1.0;0.1142857142857142;0.7857142857142857;0.09;0.2;20;25;22;20;0;0;4;7;0;0;11;1;0;7;1;2;7;4;5;13;1;6;6;12;7;2;1;1;0;9;0;1;2;0;6;1;1;1;4;1;0;5;0;0;0;0;0;2;0;0;0;4;0;1;1;4;2;5;11;4;1;37;20;1;3;2;5;0;0;2;1;0;3;9;1;0;0;3;4;0;19;3;0;0;11;0;0;3;3;4;1;3;2;4;0;3;0;7;1;0;1;7;1;0;3;2;6;4;4;22
L053;Q3;L053;2.6;1.6133333333333333;1.922178523489933;1.725557718120806;1.5570469798657711;1;1.0;0.16;0.1142857142857142;0.2571428571428571;0.0681818181818181;0.08;7;30;39;11;5;0;10;3;0;0;0;0;3;5;0;0;2;0;0;6;3;3;0;3;0;1;0;0;0;7;0;1;0;2;23;3;7;8;6;4;5;1;6;4;0;0;0;2;3;2;0;22;0;4;2;17;14;4;21;0;11;41;6;3;0;1;22;0;17;0;4;16;19;26;0;2;1;0;1;0;23;0;0;0;11;1;0;0;1;3;0;0;3;2;3;0;1;52;0;0;3;10;3;10;0;1;3;2;7;36
L054;Q3;L054;2.322;1.6740000000000002;1.876074647887324;1.7427704225352116;1.6760563380281692;-1;0.1111111111111111;1.0;0.0;1.0;0.0473684210526315;0.15;13;5;8;10;0;7;2;3;0;0;2;0;3;5;0;0;0;0;1;1;2;2;0;2;0;0;0;0;4;5;0;1;0;1;16;0;2;0;3;1;1;4;2;0;0;1;0;1;0;1;0;6;0;6;0;3;0;1;9;0;5;15;11;2;5;0;5;0;4;0;0;1;0;10;0;0;1;0;0;0;9;0;0;0;2;1;0;1;2;0;0;1;1;5;7;1;0;9;1;0;2;2;0;3;0;0;5;1;1;18
L055;Q1;L055;2.81;2.355384615384615;1.928982464454977;1.7695616113744057;1.6625592417061608;-1;1.0;0.32;0.12;0.6666666666666666;1.0;0.0738461538461538;5;44;67;27;24;0;0;1;0;0;5;0;0;2;0;0;7;0;4;11;0;3;5;24;0;0;0;0;0;5;0;3;0;5;34;2;1;0;6;0;0;15;0;0;0;0;2;1;0;3;0;3;3;95;0;78;5;4;19;0;5;17;22;0;0;3;19;6;8;0;2;6;4;47;0;2;0;0;0;0;10;0;0;0;3;0;0;9;9;0;15;0;2;3;0;10;0;17;1;1;0;5;0;18;2;5;1;5;6;36
L058;Q2;L058;2.18;2.0175;1.8404558823529424;1.7436360294117643;1.5647058823529396;-1;1.0;1.0;0.7;0.8;0.7;0.15;15;19;46;7;2;1;5;7;0;1;2;0;0;5;0;1;2;0;1;14;1;14;0;1;0;0;2;0;0;4;0;1;0;1;12;1;25;1;19;2;1;3;0;1;0;3;2;0;4;0;0;36;0;6;0;20;3;1;13;0;0;5;21;0;6;4;1;0;41;0;4;0;15;44;0;2;2;0;0;0;10;0;2;0;9;0;0;3;3;0;2;0;0;1;2;0;23;31;1;0;0;14;0;24;0;0;8;3;5;30
L059;Q1;L059;2.803;2.437333333333332;2.109292857142856;1.7632107142857136;1.5841269841269825;1;1.0;1.0;0.1285714285714285;1.0;0.0888888888888888;0.1285714285714285;15;238;135;22;9;4;19;1;0;0;6;2;1;24;0;0;0;0;0;10;0;0;0;8;0;1;2;0;2;21;2;11;1;0;9;0;1;4;14;9;2;9;2;9;2;1;4;3;1;1;2;20;1;8;1;10;11;18;32;3;9;32;34;1;11;8;13;24;10;0;9;1;14;66;0;5;0;2;3;0;46;0;3;1;22;0;0;5;5;0;85;0;3;4;5;6;0;15;0;1;1;16;0;2;2;1;0;18;6;40
L060;Q2;L060;1.12;2.4333333333333336;1.8422180180180177;1.53099009009009;1.7783783783783786;-1;0.0666666666666666;1.0;0.0692307692307692;0.75;0.0;0.225;11;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;60;45;0;0;0;0;0;0;2;0;5;0;0;14;1;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;2;6;0;0;0;1;0;1;0;0;8;0;0;26
L061;Q1;L061;2.9810526315789474;2.6189473684210527;2.119243925233645;1.7112345794392532;1.4355140186915891;1;1.0;0.2666666666666666;0.1;0.0777777777777777;0.05;0.0615384615384615;20;76;36;13;0;5;0;15;3;3;2;0;3;0;0;0;0;0;0;9;0;0;0;0;2;0;0;0;0;6;0;6;0;0;9;0;2;0;3;7;0;0;0;0;0;0;0;0;0;3;0;3;0;2;0;6;0;0;13;0;4;10;3;0;0;2;16;0;60;0;1;0;2;38;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;36;0;10;0;5;0;0;27;0;0;0;9;0;3;0;0;5;0;0;31
L063;Q2;L063;2.0700000000000003;2.146666666666667;1.8183625730994155;1.7307035087719294;1.576608187134502;-1;1.0;1.0;0.1285714285714285;1.0;0.0216216216216216;0.2;16;19;24;16;9;6;3;4;0;0;3;0;1;0;2;2;15;0;0;7;1;1;0;3;0;1;0;0;2;11;6;1;4;0;15;1;4;0;8;1;2;13;1;6;0;3;2;3;3;2;0;2;1;7;1;7;1;3;22;1;1;9;12;0;2;3;8;4;8;12;1;17;8;14;0;0;3;4;1;0;20;0;0;0;2;2;1;2;5;1;1;0;4;12;0;0;0;10;2;4;0;8;0;4;0;0;0;5;1;29
L064;Q1;L064;2.186;2.468;1.9269867256637163;1.6422070796460195;1.410619469026548;1;1.0;0.225;0.1125;0.225;0.1333333333333333;0.0533333333333333;23;102;46;12;2;0;37;4;0;0;5;1;2;37;0;0;2;0;0;7;3;2;2;6;1;1;1;0;0;5;3;0;0;3;12;3;7;1;8;2;3;8;2;7;1;2;0;0;1;4;0;1;18;7;0;5;1;3;26;1;3;39;18;2;6;25;9;0;12;0;2;1;1;41;0;7;3;0;0;0;17;0;0;15;51;0;1;0;1;2;3;0;2;2;0;2;1;27;2;0;4;15;1;5;1;1;2;23;1;53
L065;Q2;L065;2.046818181818181;2.5540909090909087;1.8775793333333344;1.6540140000000008;1.7599999999999996;-1;1.0;0.3;1.0;1.0;0.3;0.15;41;72;35;5;0;0;4;5;0;0;1;1;0;48;5;5;0;0;0;2;0;1;1;6;2;0;2;0;1;1;0;0;1;0;8;1;0;0;45;0;1;5;0;2;0;1;0;0;26;2;0;0;1;2;0;0;0;5;25;0;0;74;30;0;0;2;4;1;3;0;4;0;5;2;0;1;2;7;0;0;10;0;0;0;48;0;0;1;1;1;2;0;1;25;0;5;0;3;0;0;47;1;0;0;0;0;1;1;1;41
L066;Q3;L066;2.8366666666666664;2.08;1.9652885714285704;1.7597000000000007;1.9514285714285715;-1;1.0;1.0;0.4;0.7857142857142857;0.4;0.0;9;16;7;4;0;5;2;8;0;0;4;2;5;4;0;0;1;1;4;1;2;0;2;5;2;0;0;1;5;1;0;0;0;3;16;0;0;0;4;0;0;4;0;0;0;1;1;1;0;2;4;1;0;3;0;4;0;0;9;0;5;5;16;0;0;5;5;2;0;0;0;5;3;6;1;0;0;0;6;0;13;0;0;1;1;0;0;0;0;0;3;0;3;3;9;4;0;4;1;0;0;4;0;0;0;0;1;2;1;16
L067;Q4;L067;2.872;2.5660000000000003;1.9357661654135343;1.7033774436090228;1.4195488721804508;-1;1.0;1.0;0.9;0.9;0.7;0.09;22;33;48;11;5;6;8;11;0;1;0;0;2;11;0;1;4;0;1;4;0;0;0;1;0;0;4;0;0;3;0;2;1;2;15;1;16;1;14;5;1;4;3;13;0;0;0;1;1;6;0;0;0;4;1;10;1;1;9;0;4;17;13;0;0;7;21;1;31;2;0;5;7;41;0;4;0;0;2;0;17;0;2;0;14;1;0;5;6;0;8;0;4;0;3;0;0;18;5;2;2;8;0;10;0;2;6;3;4;15
L068;Q3;L068;1.5971428571428572;2.031428571428572;1.850980487804878;1.7593951219512194;1.7804878048780493;-1;1.0;1.0;0.5;1.0;0.6666666666666666;0.0615384615384615;15;12;7;6;4;6;2;5;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;1;0;0;0;0;0;1;0;0;0;1;3;0;0;0;1;2;1;1;0;3;0;1;2;0;0;1;0;1;0;2;0;1;0;0;5;1;1;4;6;0;0;0;11;0;4;0;0;6;2;7;0;2;1;2;1;0;7;0;0;0;0;0;0;1;1;0;3;0;4;0;6;0;0;3;0;0;0;2;0;1;0;0;2;0;0;17
L069;Q1;L069;2.624400000000001;2.056400000000001;2.070405031446542;1.6448861635220131;1.5849056603773577;1;0.6;0.3;0.0692307692307692;0.3;0.0631578947368421;0.0615384615384615;8;28;30;20;1;0;2;1;0;0;0;0;0;1;0;0;12;0;0;3;0;0;0;0;0;2;2;4;1;4;0;0;1;3;6;0;20;0;8;1;2;3;0;0;0;2;1;1;7;2;1;1;2;3;0;8;2;4;36;0;1;5;16;0;1;2;20;0;2;12;7;0;9;50;0;6;2;2;0;0;20;0;1;0;2;0;0;2;2;0;0;0;0;1;0;0;0;10;0;2;1;8;0;20;3;0;0;4;1;36
L070;Q2;L070;2.16448275862069;1.8231034482758608;1.8548078125000005;1.7485929687499997;1.8671875;-1;0.225;1.0;0.1142857142857142;1.0;0.1;0.2;30;17;36;22;5;0;1;1;0;2;1;0;7;4;2;1;4;0;0;6;2;0;0;1;1;0;1;0;0;4;1;0;0;4;13;1;16;4;4;1;3;22;2;2;0;6;0;0;1;1;0;8;2;2;0;5;6;9;7;2;0;57;38;0;24;3;7;5;5;1;0;0;0;25;0;6;3;5;1;0;21;0;1;0;7;0;0;0;0;0;1;0;1;21;1;1;0;11;1;0;5;6;0;20;0;1;2;0;0;85
L071;Q4;L071;2.6916666666666664;1.8716666666666668;1.8384375565610849;1.6892941176470582;1.4144796380090492;1;1.0;0.3529411764705882;0.1411764705882353;0.3333333333333333;0.1058823529411764;0.1;43;22;79;13;2;6;10;22;0;0;0;0;0;3;0;0;5;0;0;6;0;0;0;0;0;0;3;0;0;5;0;2;0;1;7;2;9;3;19;20;0;3;0;3;0;4;0;3;0;0;0;11;1;12;5;14;6;0;20;0;1;17;28;0;0;11;14;2;24;0;23;1;34;78;0;3;0;4;1;0;15;0;1;1;3;0;0;3;3;0;2;0;12;3;8;0;0;23;0;1;2;45;0;15;0;0;10;10;8;47
L072;Q1;L072;2.8;2.49;1.9377597701149425;1.6780241379310352;1.5999999999999996;-1;1.0;1.0;0.5;0.5;0.5;0.3;15;25;16;27;1;1;6;0;0;0;1;0;1;5;0;1;14;0;1;4;0;0;10;11;0;0;0;0;0;7;1;0;2;1;6;0;12;2;2;0;18;2;0;0;0;0;4;2;0;0;0;3;0;0;2;10;4;2;10;0;0;2;3;0;0;2;19;0;18;9;0;7;4;36;2;0;0;0;0;0;6;0;1;0;4;0;0;1;1;0;2;2;0;6;2;1;0;15;0;0;9;6;0;19;2;9;0;4;2;41
L073;Q2;L073;1.652941176470588;2.2588235294117647;1.9228543859649136;1.8344070175438607;1.7122807017543848;-1;1.0;1.0;1.0;1.0;0.84;0.0615384615384615;51;76;70;39;11;0;7;14;0;0;16;8;0;18;6;2;5;2;0;6;0;0;1;1;0;0;3;0;0;11;0;0;0;3;24;6;12;4;8;11;13;20;5;6;1;1;0;0;6;1;0;12;0;30;1;3;8;20;26;8;1;18;24;4;1;7;46;0;2;0;7;24;22;40;0;3;4;7;3;0;22;0;3;0;28;0;3;3;6;1;7;0;1;8;4;0;1;17;6;12;8;3;1;22;0;6;4;0;8;82
L074;Q1;L074;2.364;2.211428571428572;2.133450000000002;1.728057627118644;1.6101694915254232;-1;0.3043478260869565;0.2;0.0;0.0777777777777777;0.0347826086956521;0.0714285714285714;25;88;42;6;0;0;14;0;0;0;30;6;0;17;9;0;0;4;0;16;0;0;0;0;9;0;0;4;0;11;0;0;0;0;6;0;12;0;17;0;6;11;3;0;0;0;0;0;6;0;0;6;0;0;0;0;5;12;8;0;0;0;11;0;0;7;19;0;17;0;10;0;10;13;0;0;3;13;24;0;40;0;5;0;22;0;3;0;3;0;0;0;0;11;0;0;0;0;0;12;0;6;0;6;3;0;0;7;3;37
L075;Q2;L075;2.0500000000000007;2.365925925925925;1.8710672131147543;1.65551038251366;1.6123861566484532;-1;1.0;1.0;1.0;1.0;1.0;0.32;83;111;134;48;7;3;18;30;1;0;20;1;6;36;3;3;0;2;10;21;5;12;0;16;2;0;1;8;0;46;8;13;9;11;42;2;7;11;14;2;16;11;5;4;8;8;3;2;12;19;0;37;6;19;2;36;22;15;86;0;3;45;48;0;2;7;47;1;76;0;5;8;26;60;1;7;2;9;1;1;47;1;0;0;42;1;1;7;9;1;16;4;12;9;1;3;1;89;7;8;10;20;2;12;0;11;7;12;15;68
L076;Q2;L076;2.6227777777777783;2.591666666666667;1.9116836363636367;1.8701272727272729;1.6533333333333329;1;1.0;0.2666666666666666;0.5;0.2571428571428571;1.0;0.3200000000000001;21;82;46;7;18;4;20;13;1;0;12;0;1;0;0;1;1;0;6;1;1;0;17;9;0;0;0;0;0;7;0;0;0;1;16;1;0;1;14;1;0;1;3;0;0;2;2;1;0;5;5;6;0;1;0;2;2;3;28;6;3;12;12;1;2;10;27;0;2;0;0;18;4;23;1;0;1;0;0;0;2;0;6;0;18;0;0;2;2;0;22;0;0;1;5;0;1;10;3;2;3;3;0;0;0;1;1;24;5;41
L078;Q2;L078;1.9786486486486488;2.609729729729729;1.9084988700564969;1.7909474576271185;1.5163841807909588;1;1.0;1.0;1.0;0.5;0.5;0.0615384615384615;57;38;60;9;6;0;35;4;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;5;0;0;3;0;0;3;0;0;0;0;19;0;3;3;13;3;4;15;1;2;0;0;1;0;4;3;0;9;1;15;0;19;10;13;23;0;1;9;9;0;0;9;32;0;76;0;0;1;14;27;4;3;0;1;0;0;8;0;8;0;18;3;0;3;6;0;10;0;0;0;0;0;0;25;0;0;1;1;1;2;0;0;33;1;1;61
L079;Q3;L079;2.64;1.915;1.930378048780488;1.710193495934959;1.7577235772357716;-1;0.1428571428571428;0.1481481481481481;0.1142857142857142;0.2571428571428571;0.0;0.0615384615384615;9;39;42;10;10;1;2;7;0;0;3;0;0;3;0;0;1;11;0;15;0;0;0;0;11;0;1;0;0;10;0;0;0;2;15;0;2;6;7;0;1;1;0;0;0;1;3;0;1;5;0;13;2;7;1;17;9;9;4;0;10;29;27;0;0;7;22;0;26;0;3;4;11;36;0;4;0;2;1;0;26;0;1;11;19;2;0;4;6;0;0;0;2;0;5;0;1;45;0;2;1;4;1;2;0;0;1;2;6;17
L080;Q4;L080;2.6111111111111107;2.2622222222222224;1.986875;1.5865692307692305;1.6461538461538463;1;0.5333333333333333;0.2666666666666666;0.0909090909090909;0.225;0.0;0.0615384615384615;0;10;2;0;0;0;2;0;0;0;5;0;2;3;0;5;15;7;0;0;1;0;0;11;5;0;0;0;1;4;0;0;1;0;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;3;7;0;0;12;4;0;0;1;3;0;4;5;0;0;1;14;2;0;0;0;0;5;11;0;0;0;2;0;0;5;5;0;7;1;0;0;2;1;0;10;0;0;1;0;0;0;0;0;0;3;4;22
L082;Q4;L082;1.9766666666666663;1.7733333333333334;1.886175581395349;1.6665546511627904;1.5651162790697677;-1;1.0;1.0;0.3;1.0;0.01875;0.0738461538461538;6;16;13;2;3;1;7;0;0;1;1;0;1;4;0;1;0;0;0;3;0;0;0;2;1;0;3;1;2;5;0;4;0;1;14;0;0;4;5;0;0;5;0;4;2;0;0;4;3;0;0;1;0;0;0;8;0;9;2;0;1;15;10;0;0;2;0;0;23;0;0;0;2;27;0;2;2;0;0;0;15;0;2;0;5;0;0;2;2;0;3;0;0;1;0;0;3;11;5;4;0;2;1;3;0;0;0;0;6;23
L083;Q4;L083;2.3425;1.7375;1.8629712389380544;1.7388685840707965;1.9849557522123893;-1;0.2;0.0310344827586206;0.0888888888888888;0.0842105263157894;0.0;0.0888888888888888;16;1;53;0;3;0;0;3;0;0;0;0;52;2;0;2;5;0;2;5;2;1;0;2;0;0;0;6;1;55;0;0;0;0;13;1;0;0;1;0;10;2;0;5;0;3;0;0;1;6;1;0;0;5;0;1;0;0;9;0;10;34;64;3;1;6;11;25;1;2;0;2;11;28;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;2;0;0;4;0;0;10;0;0;13;93;0;2;2;0;3;0;2;95
L084;Q3;L084;1.375;2.085;1.8349730769230768;1.7954224358974364;1.4641025641025651;1;1.0;1.0;0.0555555555555555;0.1125;0.0909090909090909;0.09;26;18;30;14;3;5;6;13;0;2;0;0;0;11;0;2;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4;12;3;10;1;0;1;0;21;0;7;0;0;0;0;0;10;0;0;0;23;0;9;29;0;1;15;19;0;6;2;24;0;10;0;0;42;22;32;0;1;0;2;0;0;9;0;0;0;12;0;0;0;0;0;0;0;2;1;5;0;3;19;3;0;0;9;0;19;0;0;8;0;7;7
L085;Q3;L085;1.471666666666667;2.2566666666666664;1.9131255474452555;1.7069204379562044;1.6467153284671527;-1;0.1333333333333333;1.0;0.1285714285714285;0.6666666666666666;0.0473684210526315;0.3;39;33;57;12;6;7;14;18;0;0;4;1;1;4;0;0;1;0;2;5;2;1;1;2;2;1;0;0;1;6;0;2;1;2;10;3;5;3;10;2;3;5;3;9;0;10;3;1;1;7;0;9;0;4;2;14;2;7;12;1;11;24;14;0;0;10;22;0;22;0;1;2;4;17;0;5;1;0;4;0;28;0;0;0;1;0;1;1;2;0;1;1;12;8;10;1;6;21;1;4;4;21;2;6;2;0;8;3;2;31
