Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_positiv;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_affil;Semantic_GI_ngtv;Semantic_GI_hostile;Semantic_GI_strong;Semantic_GI_power;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_active;Semantic_GI_passive;Semantic_GI_pleasur;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_emot;Semantic_GI_virtue;Semantic_GI_vice;Semantic_GI_ovrst;Semantic_GI_undrst;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_econ;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_role;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_socrel;Semantic_GI_male;Semantic_GI_female;Semantic_GI_nonadlt;Semantic_GI_hu;Semantic_GI_place;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_tool;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_com;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_try;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_complet;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_travel;Semantic_GI_fall;Semantic_GI_know;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_eval;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_abs;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_card;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_time;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_no;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_iav;Semantic_GI_dav;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powoth;Semantic_GI_powtot;Semantic_GI_rcethic;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affgain;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_afftot;Semantic_GI_wltoth;Semantic_GI_wlttot;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_wlbtot;Semantic_GI_enlgain;Semantic_GI_enlends;Semantic_GI_enloth;Semantic_GI_enltot;Semantic_GI_skloth;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_surelw;Semantic_GI_if;Semantic_GI_notlw;Semantic_GI_timespc;Semantic_GI_formlw;Stylistic_WordsDictionary_Count;Stylistic_CapitalLetters_cfcl
L028-150;Q3;L028-150;2.364;2.211428571428572;2.0036543478260858;1.8126923913043484;1.8347826086956511;-1;0.3;0.1666666666666666;0.0909090909090909;0.2142857142857142;0.0;0.1666666666666666;19;31;19;9;35;27;39;38;8;6;98;16;0;0;0;0;0;10;7;3;0;1;3;2;3;0;1;0;0;1;0;0;0;16;24;28;0;0;0;0;13;12;0;0;1;0;3;3;0;0;0;0;10;6;2;0;0;4;1;4;1;1;14;0;30;0;0;3;1;3;2;21;3;2;1;0;4;0;4;3;0;1;0;12;0;0;0;17;1;9;0;0;2;0;0;53;1;0;7;12;4;80;34;1;0;0;0;2;4;0;15;21;4;0;1;0;5;1;1;1;3;1;0;12;13;3;3;0;2;0;0;0;2;5;0;4;9;1;1;2;2;2;0;28;0;0;9;0;1;0;15;20;5;85;40
L030-166;Q2;L030-166;1.5347368421052627;2.0921052631578942;1.6857951724137925;1.7473662068965516;1.7324137931034482;-1;1.0;1.0;1.0;1.0;1.0;0.0888888888888888;29;29;29;2;26;17;22;3;14;0;26;17;0;0;4;4;19;9;25;15;0;0;1;0;1;5;1;0;0;1;0;2;0;3;0;6;0;0;0;2;2;0;0;1;0;1;8;6;0;2;0;1;14;7;0;0;0;8;2;2;1;1;3;2;0;0;5;5;4;1;0;2;0;3;11;0;3;8;9;3;0;0;4;23;2;0;6;12;0;28;1;1;2;14;0;22;0;0;0;3;6;44;11;9;3;1;0;0;0;0;0;2;12;0;8;0;20;8;0;2;10;0;0;0;0;0;0;0;2;6;0;0;8;1;0;4;5;1;4;2;1;4;0;4;0;0;5;12;6;4;3;27;6;71;50
L031-139;Q4;L031-139;2.481666666666667;2.058333333333333;2.006841573033708;1.772059550561797;1.7191011235955056;1;1.0;0.45;0.225;0.225;0.225;0.1125;25;1;25;23;1;0;6;0;3;0;9;21;6;0;5;7;8;0;12;5;0;0;0;0;0;0;4;0;0;0;0;4;0;0;0;9;18;2;10;4;1;0;0;0;0;0;1;1;0;0;0;1;5;0;1;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;4;0;7;0;3;1;0;1;3;8;0;0;1;15;1;4;0;2;1;9;0;0;0;1;0;2;1;9;12;5;0;0;1;1;0;0;0;2;4;0;0;0;4;0;1;0;1;10;0;4;14;0;0;0;0;2;0;0;2;7;0;1;8;0;2;4;0;1;0;0;0;2;0;5;2;1;2;12;2;33;23
L032-98;Q2;L032-98;1.48;2.19;1.7882803921568626;1.7078509803921569;1.7385620915032682;-1;0.8571428571428571;1.0;0.3;1.0;0.1111111111111111;0.1285714285714285;10;39;8;7;37;27;31;10;23;10;49;23;0;7;7;3;8;6;11;4;0;0;2;0;1;0;4;0;3;9;3;7;3;7;2;16;0;0;0;10;5;2;0;3;0;0;3;2;0;0;1;4;7;1;1;0;1;6;3;0;2;6;13;1;0;1;6;1;0;2;2;11;0;15;4;0;4;0;1;3;1;3;3;16;0;0;9;14;2;48;0;0;5;22;0;0;0;0;1;5;4;57;19;18;2;5;3;7;1;0;7;28;2;2;1;0;5;0;1;1;2;0;0;0;1;3;3;0;3;11;1;0;15;8;0;3;11;1;1;1;4;11;1;2;2;0;1;0;6;1;6;52;2;67;31
L033-72;Q3;L033-72;2.0463636363636364;1.679090909090909;1.85192196531792;1.6206601156069362;1.5815028901734096;1;1.0;1.0;0.5;0.5;0.5;0.16;31;47;26;25;45;19;41;11;19;8;50;40;3;13;6;4;14;10;18;22;0;2;8;2;4;0;1;0;2;3;5;5;0;5;0;30;0;0;0;5;5;4;0;0;0;1;7;4;1;0;0;1;4;2;0;4;6;1;7;4;4;3;0;0;2;0;4;0;0;2;1;4;0;1;6;0;4;0;8;15;6;13;12;22;4;1;6;31;7;24;2;0;5;5;0;26;0;1;1;5;3;66;10;21;0;3;2;3;1;0;1;10;1;0;2;0;3;0;0;0;0;0;0;0;0;1;3;9;8;8;3;0;28;2;4;9;15;1;2;0;5;13;0;13;0;0;4;3;12;6;6;29;4;80;39
L034-79;Q3;L034-79;1.4900000000000002;1.6891666666666667;1.7986706666666663;1.6103853333333331;1.514666666666666;1;1.0;1.0;1.0;0.5;0.5;0.0;37;21;37;34;21;9;26;12;21;0;27;41;6;8;7;10;26;1;27;13;0;0;1;0;0;0;22;0;1;2;0;2;0;2;0;17;0;1;0;2;1;0;0;0;1;0;0;0;0;0;0;2;4;1;1;6;4;0;5;0;0;1;2;0;0;8;2;0;0;2;0;7;3;10;9;0;0;16;1;8;4;17;0;34;1;1;2;35;13;21;0;0;7;10;3;8;0;1;0;2;7;30;10;27;0;0;1;1;6;0;4;12;29;0;0;0;29;0;0;2;2;11;0;13;26;0;0;1;0;3;0;0;4;1;1;7;9;1;1;4;4;4;0;3;0;0;3;1;9;6;0;49;1;43;32
L035-134;Q4;L035-134;2.8825;2.2775000000000003;1.990018897637797;1.692260629921261;1.5937007874015745;-1;0.2666666666666666;1.0;0.5;0.5;0.5;0.0;56;11;56;22;11;3;25;11;17;0;25;54;8;1;6;12;32;6;18;7;1;0;0;0;0;3;13;0;0;3;0;1;1;10;5;9;0;0;0;2;1;0;0;0;0;1;16;10;5;1;0;2;13;7;3;9;1;0;6;0;1;2;1;0;2;0;6;2;1;3;3;3;0;12;5;0;16;0;22;11;2;8;6;15;0;0;6;22;6;15;0;6;10;11;0;21;0;0;0;0;6;43;23;22;0;1;4;0;0;1;10;16;12;0;0;0;12;0;0;0;0;11;0;4;15;0;0;5;1;0;3;0;9;15;0;15;30;1;4;0;4;8;0;11;0;0;0;3;11;5;0;20;6;58;31
L036-118;Q1;L036-118;2.661875;1.841875;1.82395359477124;1.8014692810457529;1.6379084967320268;-1;1.0;0.6;0.0909090909090909;0.2142857142857142;0.0888888888888888;0.0714285714285714;46;20;45;24;20;4;13;5;14;1;84;22;0;0;2;1;30;0;5;10;0;0;17;2;10;0;6;2;0;0;0;20;0;32;0;7;0;2;11;20;2;2;0;0;0;0;8;8;0;0;0;0;25;9;0;0;0;1;4;0;17;2;0;0;43;0;0;0;23;29;0;17;0;18;3;0;4;0;7;16;0;0;4;14;0;0;0;14;0;25;0;4;1;6;0;26;0;1;0;0;18;141;29;11;0;0;0;2;0;0;0;2;6;0;0;0;6;0;0;12;12;1;0;9;10;4;4;0;0;6;0;18;24;7;0;27;34;8;8;0;2;29;0;0;0;2;0;8;5;6;0;37;8;121;29
L037-169;Q2;L037-169;1.6970000000000005;2.458;1.8214869767441868;1.7102269767441851;1.747906976744185;-1;1.0;1.0;1.0;1.0;0.5;0.016;28;51;29;19;43;31;60;9;12;7;72;20;5;3;0;4;12;6;10;13;0;0;5;0;5;10;1;8;6;1;6;10;1;6;4;31;1;0;1;11;0;0;0;0;0;0;18;12;2;0;4;8;17;6;0;3;1;6;7;3;4;1;8;3;6;1;3;1;1;7;1;11;0;6;4;0;2;1;3;6;11;21;4;19;7;7;14;18;10;14;0;1;0;4;4;8;0;3;0;1;4;81;31;3;1;1;3;6;3;1;2;16;3;3;1;3;10;1;1;2;4;5;1;4;10;5;5;2;1;22;1;1;27;3;0;6;9;7;8;1;12;6;0;7;0;2;0;8;9;2;1;28;10;102;46
L038-102;Q1;L038-102;2.3575;2.27875;1.898079375;1.675878125000001;1.7;-1;0.2666666666666666;1.0;0.5;0.5;0.5;0.0;32;24;32;24;24;17;35;7;11;3;25;37;13;5;8;12;10;5;18;8;1;0;12;1;8;0;7;9;3;9;0;16;2;6;0;16;4;37;8;18;6;4;2;0;0;0;13;5;4;0;0;2;6;5;3;4;4;4;3;0;2;1;1;0;1;0;0;0;0;0;0;2;0;16;14;0;2;0;6;8;2;3;10;13;0;0;5;23;1;19;3;9;0;8;0;6;2;0;0;4;9;26;11;29;0;0;0;12;0;2;8;24;6;0;0;0;6;0;0;3;3;12;4;6;22;5;6;0;2;4;1;0;7;5;2;13;20;0;0;2;0;3;0;5;4;8;5;3;8;4;4;15;6;74;45
L040-132;Q2;L040-132;1.1571428571428568;2.523571428571429;1.8083503816793896;1.6756167938931308;1.4534351145038156;-1;1.0;1.0;0.3;1.0;0.2;0.2;21;25;21;14;15;29;29;11;12;1;45;4;0;1;0;0;12;8;20;14;0;0;1;0;0;0;3;10;10;6;1;6;3;2;2;21;2;0;3;9;3;0;1;2;0;0;0;0;0;0;0;0;9;6;4;0;2;5;16;2;1;10;4;3;5;0;0;0;0;8;2;5;0;6;9;1;2;3;8;5;5;6;2;13;3;3;7;27;4;7;0;0;3;4;2;0;0;1;2;11;9;40;30;14;0;2;4;15;1;0;7;32;8;0;0;1;9;3;3;3;9;0;3;0;3;0;0;0;2;0;0;0;2;4;0;9;13;0;0;12;4;6;0;1;0;2;2;7;15;3;13;16;12;58;49
L041-172;Q2;L041-172;1.513;2.602;1.7698150442477882;1.8246283185840704;1.676106194690266;-1;1.0;1.0;1.0;1.0;0.18;0.2;13;25;13;6;20;19;18;11;9;2;21;15;1;0;6;3;9;11;4;6;0;0;3;0;3;2;8;6;9;6;2;6;5;1;3;7;3;0;0;11;0;0;0;0;0;0;6;3;0;1;1;1;7;2;1;0;0;1;7;1;0;1;2;0;2;1;0;1;0;6;1;6;0;0;5;1;4;1;4;4;2;6;1;10;0;0;3;19;4;10;0;0;4;0;0;2;0;3;1;4;5;23;9;5;0;0;0;9;1;0;7;20;6;2;0;3;11;0;1;2;3;3;1;0;4;3;3;1;1;1;1;0;4;4;2;3;9;2;2;1;2;2;0;1;2;0;5;2;0;0;5;12;3;35;19
L042-108;Q1;L042-108;1.6759999999999995;1.8589999999999995;1.806630769230768;1.7394448717948712;1.5435897435897432;-1;0.4;1.0;0.5;0.5;0.5;0.225;17;10;16;8;10;21;39;4;6;2;48;5;1;0;1;1;9;4;17;22;0;0;1;0;2;0;2;0;0;3;0;2;1;5;2;7;0;0;0;3;1;0;0;0;1;0;10;9;0;0;1;1;15;8;0;0;6;5;11;5;4;1;0;0;7;0;10;1;4;1;1;12;0;5;11;0;4;0;3;11;10;15;0;27;0;0;15;48;5;14;2;0;0;13;14;4;0;2;8;26;10;60;21;52;0;0;1;1;6;0;3;12;4;0;0;0;4;0;0;2;2;0;1;0;1;4;4;0;0;3;0;0;3;0;0;9;9;3;3;1;1;16;2;6;3;0;1;8;6;6;32;18;9;68;43
L043-130;Q1;L043-130;2.5492307692307694;2.3784615384615377;2.005965934065934;1.7524670329670338;1.5571428571428565;-1;0.2666666666666666;1.0;0.1428571428571428;1.0;0.04;0.1285714285714285;35;12;39;30;12;10;75;28;16;3;95;36;1;3;10;6;12;0;36;15;0;6;0;0;3;10;4;0;0;0;0;0;0;14;5;38;0;0;0;0;1;0;0;0;1;0;11;11;0;0;0;2;17;9;0;12;2;4;6;0;9;1;14;6;27;0;7;2;6;6;10;9;0;5;3;0;9;0;2;21;5;5;2;24;1;0;0;21;0;22;1;1;16;21;0;11;0;4;0;1;13;121;36;39;0;0;0;2;0;0;8;10;10;0;2;0;12;0;0;1;1;4;0;7;12;4;4;2;2;11;0;0;15;4;0;4;8;6;9;0;2;1;0;2;1;0;1;1;30;1;1;33;9;101;28
L044-107;Q1;L044-107;2.848235294117647;2.5305882352941182;2.039509950248757;1.7704169154228857;1.6407960199004958;1;1.0;0.3;0.225;0.3;0.2;0.0217391304347826;74;6;74;94;6;2;52;10;18;1;81;71;30;0;16;33;10;1;17;7;0;0;1;0;0;0;7;0;0;0;2;2;0;1;4;63;0;0;3;2;4;0;0;4;0;0;3;1;0;1;1;6;10;2;0;2;11;1;10;4;8;12;29;9;3;1;1;0;0;0;4;15;0;0;21;0;5;0;1;8;12;14;3;9;2;2;3;34;2;38;0;3;4;28;0;44;0;0;0;0;4;72;40;45;0;4;6;0;0;0;5;15;12;2;0;0;14;0;5;4;9;48;0;20;68;1;1;0;1;23;0;0;24;0;4;8;12;0;0;20;2;6;0;4;3;0;0;3;8;0;0;49;7;72;52
L045-145;Q1;L045-145;2.513076923076923;2.0138461538461536;2.0207922222222225;1.7425300000000008;1.8022222222222224;1;1.0;0.1481481481481481;0.1;0.1666666666666666;0.16;0.3;18;15;17;12;14;12;30;4;1;2;34;11;8;0;0;6;8;1;4;7;0;1;2;1;5;4;0;0;1;6;1;1;0;10;1;11;4;0;0;1;7;4;0;2;0;1;5;5;0;0;0;4;15;5;2;1;0;2;9;2;1;1;6;0;5;2;2;1;5;4;0;5;1;2;2;0;4;1;1;4;0;8;4;11;0;0;0;18;8;17;0;0;2;0;4;7;2;0;1;4;6;44;17;18;0;3;0;4;3;0;4;14;1;1;0;0;2;0;1;2;3;4;1;2;7;0;0;0;1;6;4;0;11;3;0;2;5;6;8;0;2;6;0;4;0;1;0;5;2;6;5;12;7;54;52
L046-147;Q3;L046-147;1.7;1.9485714285714288;1.8485172413793087;1.6433252873563218;1.6413793103448278;-1;0.1588235294117647;1.0;0.08;1.0;0.05;0.09;11;19;11;8;18;9;20;3;17;0;26;12;5;2;5;3;3;5;10;4;0;3;7;2;5;3;3;2;4;4;2;3;2;5;1;5;0;0;0;5;6;2;0;0;2;2;11;6;2;0;1;0;14;5;3;7;0;1;3;1;2;1;1;1;4;0;2;0;0;2;2;5;0;6;4;1;3;0;3;6;2;4;10;7;1;1;3;13;2;8;0;0;4;2;1;19;0;0;0;0;1;31;12;10;0;0;2;4;0;1;2;10;3;1;0;1;5;0;1;0;1;0;0;0;0;1;3;3;2;3;2;1;11;9;1;9;19;1;1;2;2;7;2;7;1;1;2;4;1;3;0;18;9;51;22
L047-71;Q3;L047-71;2.7750000000000004;2.705;1.8497728260869568;1.7265195652173917;1.5673913043478256;1;1.0;0.3333333333333333;0.1;0.14;0.0454545454545454;1.0;22;11;22;16;13;7;14;3;13;6;33;33;8;0;0;8;6;4;12;7;0;0;0;0;0;8;0;0;0;2;0;1;0;6;6;20;1;4;0;1;2;0;2;0;0;0;2;2;0;0;0;0;5;3;4;10;0;5;6;2;0;0;1;0;6;0;1;1;0;2;2;7;0;8;9;0;6;0;6;13;2;11;0;16;1;1;1;24;9;16;0;6;0;14;0;0;0;0;2;1;4;46;14;19;0;0;0;0;2;0;4;6;2;0;3;0;5;0;0;0;0;8;1;4;13;2;2;0;0;0;0;0;0;4;4;22;30;8;10;0;0;2;0;12;0;0;4;0;8;2;1;28;4;33;17
L048-163;Q3;L048-163;2.625625;2.10875;1.9592653061224496;1.7396244897959188;1.6435374149659854;1;1.0;1.0;1.0;0.5;0.5;0.225;44;14;46;32;14;11;19;14;4;2;74;38;12;0;3;14;18;0;21;9;10;0;3;0;0;9;5;0;0;1;0;2;1;5;1;23;0;0;1;3;0;0;0;0;0;0;10;5;1;1;1;0;33;13;4;3;2;4;3;1;5;0;4;0;3;0;6;3;3;2;5;8;0;8;9;0;3;1;3;17;11;13;10;17;0;0;6;21;2;10;0;0;2;22;1;38;0;2;0;0;6;77;30;18;0;0;0;1;0;0;5;10;8;0;1;0;9;1;1;0;2;16;0;9;25;1;1;0;0;2;5;2;9;29;3;26;58;1;2;1;2;15;0;4;0;0;5;3;11;4;0;37;13;66;26
L049-164;Q2;L049-164;2.3075;2.3333333333333326;1.8194670422535213;1.6330740845070426;1.6416901408450706;-1;1.0;1.0;0.25;0.25;0.25;1.0;62;57;62;49;57;21;51;18;38;8;144;87;4;1;15;4;17;11;17;15;2;1;9;3;2;6;0;2;0;8;2;13;4;12;2;36;3;0;5;17;6;2;0;3;1;0;17;5;3;4;3;6;46;16;7;5;1;4;20;2;22;1;29;2;26;1;2;7;8;12;14;31;1;23;4;8;4;1;3;20;1;5;29;9;2;1;1;51;4;56;2;0;9;45;1;37;0;2;1;3;11;157;44;61;0;5;4;10;2;2;10;33;2;1;0;6;9;2;0;2;4;4;0;5;9;3;3;0;1;24;1;12;38;11;0;36;47;4;7;10;2;17;2;4;0;1;6;21;13;14;3;90;17;186;47
L050-149;Q1;L050-149;2.11;1.833636363636364;1.986592307692308;1.715941538461538;1.5061538461538453;1;1.0;1.0;0.1;1.0;0.1;0.016;28;13;28;32;13;7;40;10;16;0;33;41;9;1;8;13;3;5;29;24;0;2;1;0;5;1;0;0;0;4;0;2;0;3;1;23;0;1;1;2;6;0;0;3;0;3;1;1;0;0;0;0;14;6;0;2;0;2;8;9;4;2;8;9;0;0;2;0;0;0;3;3;0;7;3;0;4;0;3;7;3;12;0;27;16;4;0;24;9;9;8;0;28;17;0;20;4;0;2;8;8;40;10;24;1;3;2;0;0;0;3;9;2;0;0;0;2;0;0;3;3;15;0;6;21;0;0;0;3;0;1;0;4;9;1;10;20;0;0;0;4;8;0;8;0;1;1;7;10;4;10;38;7;63;24
L051;Q4;L051;2.7811111111111098;2.0900000000000003;2.040848453608248;1.798732989690722;1.7587628865979383;-1;1.0;1.0;0.1;1.0;0.4;0.0909090909090909;19;6;18;6;6;0;10;1;1;0;11;15;3;2;1;3;11;5;13;2;3;0;2;0;2;1;2;0;1;3;1;2;2;3;1;3;0;0;0;4;3;1;0;0;0;2;2;2;0;0;0;0;4;2;0;0;0;0;1;0;0;0;0;1;0;6;0;0;0;0;0;0;0;11;1;0;8;1;9;13;5;7;3;6;0;0;2;2;2;2;0;0;0;12;0;6;1;1;0;1;6;21;10;14;4;0;0;1;0;1;1;5;0;1;0;0;1;0;0;2;2;4;0;2;6;0;0;2;2;1;3;1;9;11;1;18;30;0;0;0;0;1;0;2;5;0;1;5;2;1;1;4;2;39;10
L052;Q4;L052;2.48;1.6816666666666666;1.837092125984252;1.616459842519685;1.8236220472440947;-1;1.0;1.0;0.1142857142857142;0.7857142857142857;0.09;0.2;25;20;25;6;20;8;22;2;20;0;15;11;1;0;4;1;16;7;18;6;0;0;11;1;12;0;7;1;2;7;4;7;5;13;1;5;6;6;2;12;12;7;2;1;1;0;9;4;0;1;2;0;6;4;1;1;1;1;4;1;1;0;5;0;0;0;0;0;2;0;0;2;0;2;4;0;1;1;12;4;2;8;5;11;4;3;1;37;6;20;1;3;2;5;0;0;2;1;0;0;3;20;8;9;1;0;0;3;4;0;10;19;8;3;0;0;11;0;0;3;3;0;4;1;5;7;7;3;2;4;0;3;12;2;0;5;7;1;1;0;1;7;1;0;3;2;6;4;3;4;0;38;4;67;22
L053;Q3;L053;2.6;1.6133333333333333;1.922178523489933;1.725557718120806;1.5570469798657711;1;1.0;0.16;0.1142857142857142;0.2571428571428571;0.0681818181818181;0.08;30;7;30;9;7;16;39;11;11;5;54;37;0;0;10;3;14;3;30;17;0;0;0;0;0;3;5;0;0;2;0;3;0;6;3;18;3;0;0;3;1;0;1;0;0;0;7;6;0;1;0;2;23;9;3;7;8;1;6;4;1;5;1;6;4;0;0;0;2;3;2;9;0;21;22;0;4;2;4;17;14;19;4;21;0;0;11;41;5;6;3;0;1;22;0;17;0;4;6;16;19;68;21;26;0;2;1;0;1;0;19;23;11;0;0;0;11;1;0;0;1;3;3;0;6;3;3;0;3;2;3;0;8;6;1;45;52;0;0;0;3;10;3;10;0;1;3;2;15;7;19;23;13;51;36
L054;Q3;L054;2.322;1.6740000000000002;1.876074647887324;1.7427704225352116;1.6760563380281692;-1;0.1111111111111111;1.0;0.0;1.0;0.0473684210526315;0.15;5;13;5;1;7;3;8;0;10;0;7;19;0;7;2;8;3;3;14;2;0;0;2;0;2;3;5;0;0;0;0;1;1;1;2;2;2;0;0;2;4;0;0;0;0;4;5;3;0;1;0;1;16;2;0;2;0;0;3;1;1;1;4;2;0;0;1;0;1;0;1;2;0;1;6;0;6;0;1;3;0;3;1;9;0;0;5;15;3;11;2;5;0;5;0;4;0;0;0;1;0;21;11;10;0;0;1;0;0;0;7;9;2;0;0;0;2;1;0;1;2;0;0;0;0;2;2;1;1;5;7;1;15;4;0;5;9;1;1;0;2;2;0;3;0;0;5;1;0;1;1;13;8;23;18
L055;Q1;L055;2.81;2.355384615384615;1.928982464454977;1.7695616113744057;1.6625592417061608;-1;1.0;0.32;0.12;0.6666666666666666;1.0;0.0738461538461538;44;5;44;43;5;12;67;25;27;24;122;79;16;0;0;15;22;1;29;11;0;0;5;0;0;0;2;0;0;7;0;20;4;11;0;74;3;5;12;24;0;0;0;0;0;0;5;2;0;3;0;5;34;26;2;1;0;24;6;0;4;0;15;0;0;0;0;2;1;0;3;4;0;8;3;3;95;0;12;78;5;8;4;19;0;0;5;17;3;22;0;0;3;19;6;8;0;2;1;6;4;234;43;47;0;2;0;0;0;0;2;10;3;0;0;0;3;0;0;9;9;20;0;15;35;0;0;0;2;3;0;10;15;5;0;12;17;0;1;1;0;5;0;18;2;5;1;5;19;6;7;12;7;136;36
L058;Q2;L058;2.18;2.0175;1.8404558823529424;1.7436360294117643;1.5647058823529396;-1;1.0;1.0;0.7;0.8;0.7;0.15;15;15;19;15;15;4;46;8;7;2;38;42;3;1;5;9;6;7;32;7;0;1;2;0;1;0;5;0;1;2;0;0;1;14;1;18;14;0;0;1;2;0;0;2;0;0;4;2;0;1;0;1;12;5;1;25;1;2;19;2;0;1;3;0;1;0;3;2;0;4;0;3;0;7;36;0;6;0;5;20;3;3;1;13;0;0;0;5;0;21;0;6;4;1;0;41;0;4;2;0;15;46;27;44;0;2;2;0;0;0;5;10;7;0;2;0;9;0;0;3;3;6;0;2;9;0;0;0;0;1;2;0;3;1;23;7;31;1;1;0;0;14;0;24;0;0;8;3;10;5;0;13;5;70;30
L059;Q1;L059;2.803;2.437333333333332;2.109292857142856;1.7632107142857136;1.5841269841269825;1;1.0;1.0;0.1285714285714285;1.0;0.0888888888888888;0.1285714285714285;232;15;238;290;15;12;135;19;22;9;106;189;128;4;19;130;43;1;38;11;0;0;6;2;1;1;24;0;0;0;0;8;0;10;0;152;0;0;3;8;5;0;1;2;0;2;21;7;2;11;1;0;9;1;0;1;4;3;14;9;5;2;9;2;9;2;1;4;3;1;1;6;2;17;20;1;8;1;21;10;11;16;18;32;3;1;9;32;5;34;1;11;8;13;24;10;0;9;0;1;14;143;16;66;0;5;0;2;3;0;35;46;18;0;3;1;22;0;0;5;5;166;0;85;251;0;0;0;3;4;5;6;18;5;0;10;15;0;0;1;1;16;0;2;2;1;0;18;22;6;1;39;2;144;40
L060;Q2;L060;1.12;2.4333333333333336;1.8422180180180177;1.53099009009009;1.7783783783783786;-1;0.0666666666666666;1.0;0.0692307692307692;0.75;0.0;0.225;0;11;0;0;11;1;2;0;0;0;1;3;0;2;0;1;14;0;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;4;0;0;0;0;0;0;0;0;60;45;45;0;0;0;0;0;0;0;2;0;5;0;0;0;14;1;3;2;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;2;2;2;6;0;0;0;0;1;0;1;0;0;8;0;14;0;0;0;2;55;26
L061;Q1;L061;2.9810526315789474;2.6189473684210527;2.119243925233645;1.7112345794392532;1.4355140186915891;1;1.0;0.2666666666666666;0.1;0.0777777777777777;0.05;0.0615384615384615;76;20;76;104;20;2;36;2;13;0;47;85;51;5;0;51;2;15;15;10;3;3;2;0;2;3;0;0;0;0;0;0;0;9;0;55;0;0;0;0;2;2;0;0;0;0;6;0;0;6;0;0;9;9;0;2;0;2;3;7;2;0;0;0;0;0;0;0;0;0;3;3;0;2;3;0;2;0;0;6;0;2;0;13;0;0;4;10;2;3;0;0;2;16;0;60;0;1;0;0;2;41;14;38;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;70;0;36;104;2;2;0;10;0;5;0;15;3;0;24;27;0;0;0;0;9;0;3;0;0;5;0;9;0;0;16;6;57;31
